Anchore Raw,Anchore Unique,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
CVE-2017-10384,CVE-2017-6966,CVE-2018-1122,CVE-2018-1122,475,#N/A,,,,,,
CVE-2017-10384,CVE-2017-6969,CVE-2018-1123,CVE-2018-1123,476,#N/A,,,,,,
CVE-2017-10661,CVE-2017-7000,CVE-2018-1124,CVE-2018-1124,#N/A,#N/A,,,,,,
CVE-2017-10662,CVE-2017-7001,CVE-2018-1125,CVE-2018-1125,#N/A,#N/A,,,,,,
CVE-2017-10663,CVE-2017-7002,CVE-2018-1126,CVE-2018-1126,#N/A,#N/A,,,,,,
CVE-2017-10684,CVE-2017-7184,CVE-2018-1152,CVE-2018-1152,#N/A,#N/A,,,,,,
CVE-2017-10684,CVE-2017-7187,CVE-2018-12015,CVE-2018-12015,#N/A,821,,,,,,
CVE-2017-10684,CVE-2017-7206,CVE-2018-12020,CVE-2018-12020,477,822,,,,,,
CVE-2017-10684,CVE-2017-7208,CVE-2018-12115,CVE-2018-12115,478,#N/A,,,,,,
CVE-2017-10684,CVE-2017-7209,CVE-2018-12327,CVE-2018-12327,479,#N/A,,,,,,
CVE-2017-10685,CVE-2017-7210,CVE-2018-12900,CVE-2018-12900,480,#N/A,,,,,,
CVE-2017-10685,CVE-2017-7223,CVE-2018-12910,CVE-2018-12910,481,#N/A,,,,,,
CVE-2017-10685,CVE-2017-7224,CVE-2018-14048,CVE-2018-14048,482,#N/A,,,,,,
CVE-2017-10685,CVE-2017-7225,CVE-2018-14404,CVE-2018-14404,483,#N/A,,,,,,
CVE-2017-10685,CVE-2017-7226,CVE-2018-14567,CVE-2018-14567,484,#N/A,,,,,,
CVE-2017-10688,CVE-2017-7227,CVE-2018-14598,CVE-2018-14598,485,#N/A,,,,,,
CVE-2017-10790,CVE-2017-7245,CVE-2018-14599,CVE-2018-14599,486,#N/A,,,,,,
CVE-2017-10911,CVE-2017-7246,CVE-2018-14600,CVE-2018-14600,487,#N/A,,,,,,
CVE-2017-10989,CVE-2017-7261,CVE-2018-14618,CVE-2018-14618,#N/A,#N/A,,,,,,
CVE-2017-11089,CVE-2017-7273,CVE-2018-14647,CVE-2018-14647,#N/A,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7294,CVE-2018-15209,CVE-2018-15209,#N/A,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7299,CVE-2018-15686,CVE-2018-15686,488,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7300,CVE-2018-15687,CVE-2018-15687,489,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7301,CVE-2018-16335,CVE-2018-16335,490,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7302,CVE-2018-16428,CVE-2018-16428,491,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7308,CVE-2018-16429,CVE-2018-16429,#N/A,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7346,CVE-2018-16435,CVE-2018-16435,#N/A,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7375,CVE-2018-16839,CVE-2018-16839,492,#N/A,,,,,,
CVE-2017-11103,CVE-2017-7376,CVE-2018-16842,CVE-2018-16842,493,#N/A,,,,,,
CVE-2017-11109,CVE-2017-7407,CVE-2018-17000,CVE-2018-17000,494,#N/A,,,,,,
CVE-2017-11109,CVE-2017-7472,CVE-2018-17795,CVE-2018-17795,#N/A,#N/A,,,,,,
CVE-2017-11112,CVE-2017-7475,CVE-2018-18064,CVE-2018-18064,495,#N/A,,,,,,
CVE-2017-11112,CVE-2017-7482,CVE-2018-18384,CVE-2018-18384,#N/A,#N/A,,,,,,
CVE-2017-11112,CVE-2017-7484,CVE-2018-18873,CVE-2018-18873,496,#N/A,,,,,,
CVE-2017-11112,CVE-2017-7485,CVE-2018-19139,CVE-2018-19139,497,#N/A,,,,,,
CVE-2017-11112,CVE-2017-7486,CVE-2018-19539,CVE-2018-19539,498,#N/A,,,,,,
CVE-2017-11113,CVE-2017-7487,CVE-2018-19540,CVE-2018-19540,#N/A,#N/A,,,,,,
CVE-2017-11113,CVE-2017-7495,CVE-2018-19541,CVE-2018-19541,#N/A,#N/A,,,,,,
CVE-2017-11113,CVE-2017-7518,CVE-2018-19542,CVE-2018-19542,#N/A,#N/A,,,,,,
CVE-2017-11113,CVE-2017-7526,CVE-2018-19543,CVE-2018-19543,499,#N/A,,,,,,
CVE-2017-11113,CVE-2017-7541,CVE-2018-2562,CVE-2018-2562,#N/A,824,,,,,,
CVE-2017-11176,CVE-2017-7542,CVE-2018-2622,CVE-2018-2622,#N/A,825,,,,,,
CVE-2017-11333,CVE-2017-7546,CVE-2018-2640,CVE-2018-2640,500,826,,,,,,
CVE-2017-11333,CVE-2017-7547,CVE-2018-2665,CVE-2018-2665,501,827,,,,,,
CVE-2017-11335,CVE-2017-7548,CVE-2018-2668,CVE-2018-2668,502,828,,,,,,
CVE-2017-11368,CVE-2017-7592,CVE-2018-2755,CVE-2018-2755,503,829,,,,,,
CVE-2017-11368,CVE-2017-7593,CVE-2018-2761,CVE-2018-2761,504,830,,,,,,
CVE-2017-11368,CVE-2017-7594,CVE-2018-2767,CVE-2018-2767,505,831,,,,,,
CVE-2017-11368,CVE-2017-7595,CVE-2018-2771,CVE-2018-2771,506,832,,,,,,
CVE-2017-11368,CVE-2017-7596,CVE-2018-2773,CVE-2018-2773,507,833,,,,,,
CVE-2017-11462,CVE-2017-7597,CVE-2018-2781,CVE-2018-2781,508,834,,,,,,
CVE-2017-11462,CVE-2017-7598,CVE-2018-2813,CVE-2018-2813,509,835,,,,,,
CVE-2017-11462,CVE-2017-7599,CVE-2018-2817,CVE-2018-2817,510,836,,,,,,
CVE-2017-11462,CVE-2017-7600,CVE-2018-2818,CVE-2018-2818,511,837,,,,,,
CVE-2017-11462,CVE-2017-7601,CVE-2018-2819,CVE-2018-2819,512,838,,,,,,
CVE-2017-11472,CVE-2017-7602,CVE-2018-3058,CVE-2018-3058,513,#N/A,,,,,,
CVE-2017-11473,CVE-2017-7607,CVE-2018-3063,CVE-2018-3063,514,#N/A,,,,,,
CVE-2017-11499,CVE-2017-7608,CVE-2018-3066,CVE-2018-3066,515,#N/A,,,,,,
CVE-2017-11613,CVE-2017-7610,CVE-2018-3070,CVE-2018-3070,516,#N/A,,,,,,
CVE-2017-11720,CVE-2017-7611,CVE-2018-3081,CVE-2018-3081,517,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7612,CVE-2018-3133,CVE-2018-3133,518,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7613,CVE-2018-3174,CVE-2018-3174,519,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7614,CVE-2018-3282,CVE-2018-3282,520,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7616,CVE-2018-4180,CVE-2018-4180,#N/A,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7645,CVE-2018-4181,CVE-2018-4181,#N/A,#N/A,,,,,,
CVE-2017-12133,CVE-2017-7697,CVE-2018-5146,CVE-2018-5146,521,841,,,,,,
CVE-2017-12133,CVE-2017-7771,CVE-2018-5360,CVE-2018-5360,522,845,,,,,,
CVE-2017-12133,CVE-2017-7772,CVE-2018-5407,CVE-2018-5407,523,#N/A,,,,,,
CVE-2017-12133,CVE-2017-7773,CVE-2018-5711,CVE-2018-5711,524,#N/A,,,,,,
CVE-2017-12133,CVE-2017-7774,CVE-2018-5732,CVE-2018-5732,525,846,,,,,,
CVE-2017-12134,CVE-2017-7775,CVE-2018-5733,CVE-2018-5733,526,847,,,,,,
CVE-2017-12153,CVE-2017-7776,CVE-2018-5784,CVE-2018-5784,527,849,,,,,,
CVE-2017-12154,CVE-2017-7777,CVE-2018-6323,CVE-2018-6323,528,852,,,,,,
CVE-2017-12190,CVE-2017-7778,CVE-2018-6485,CVE-2018-6485,529,853,,,,,,
CVE-2017-12192,CVE-2017-7865,CVE-2018-6553,CVE-2018-6553,530,#N/A,,,,,,
CVE-2017-12193,CVE-2017-7867,CVE-2018-6759,CVE-2018-6759,531,854,,,,,,
CVE-2017-12424,CVE-2017-7868,CVE-2018-6913,CVE-2018-6913,532,855,,,,,,
CVE-2017-12424,CVE-2017-7869,CVE-2018-7158,CVE-2018-7158,533,#N/A,,,,,,
CVE-2017-12448,CVE-2017-7889,CVE-2018-7159,CVE-2018-7159,#N/A,#N/A,,,,,,
CVE-2017-12449,CVE-2017-7890,CVE-2018-7169,CVE-2018-7169,534,857,,,,,,
CVE-2017-12450,CVE-2017-7895,CVE-2018-7170,CVE-2018-7170,#N/A,858,,,,,,
CVE-2017-12452,CVE-2017-8105,CVE-2018-7183,CVE-2018-7183,535,860,,,,,,
CVE-2017-12453,CVE-2017-8106,CVE-2018-7185,CVE-2018-7185,#N/A,862,,,,,,
CVE-2017-12454,CVE-2017-8283,CVE-2018-7456,CVE-2018-7456,536,864,,,,,,
CVE-2017-12455,CVE-2017-8287,CVE-2018-7999,CVE-2018-7999,537,871,,,,,,
CVE-2017-12456,CVE-2017-8419,CVE-2018-8740,CVE-2018-8740,538,872,,,,,,
CVE-2017-12457,CVE-2017-8797,CVE-2018-8905,CVE-2018-8905,#N/A,876,,,,,,
CVE-2017-12458,CVE-2017-8804,CVE-2018-9055,CVE-2018-9055,539,877,,,,,,
CVE-2017-12459,CVE-2017-8817,CVE-2018-9252,CVE-2018-9252,540,879,,,,,,
CVE-2017-12762,CVE-2017-8824,,,#N/A,,,,,,,
CVE-2017-12799,CVE-2017-8831,,,#N/A,,,,,,,
CVE-2017-12837,CVE-2017-8872,,,541,,,,,,,
CVE-2017-12837,CVE-2017-8890,,,#N/A,,,,,,,
CVE-2017-12837,CVE-2017-8924,,,#N/A,,,,,,,
CVE-2017-12883,CVE-2017-8925,,,#N/A,,,,,,,
CVE-2017-12883,CVE-2017-9038,,,542,,,,,,,
CVE-2017-12883,CVE-2017-9039,,,543,,,,,,,
CVE-2017-12944,CVE-2017-9040,,,544,,,,,,,
CVE-2017-12967,CVE-2017-9041,,,545,,,,,,,
CVE-2017-13089,CVE-2017-9043,,,546,,,,,,,
CVE-2017-13090,CVE-2017-9044,,,547,,,,,,,
CVE-2017-13165,CVE-2017-9047,,,548,,,,,,,
CVE-2017-13220,CVE-2017-9048,,,549,,,,,,,
CVE-2017-13305,CVE-2017-9049,,,550,,,,,,,
CVE-2017-13685,CVE-2017-9050,,,551,,,,,,,
CVE-2017-13695,CVE-2017-9051,,,552,,,,,,,
CVE-2017-13712,CVE-2017-9059,,,#N/A,,,,,,,
CVE-2017-13716,CVE-2017-9074,,,#N/A,,,,,,,
CVE-2017-13726,CVE-2017-9075,,,#N/A,,,,,,,
CVE-2017-13727,CVE-2017-9076,,,#N/A,,,,,,,
CVE-2017-13728,CVE-2017-9077,,,#N/A,,,,,,,
CVE-2017-13728,CVE-2017-9117,,,553,,,,,,,
CVE-2017-13728,CVE-2017-9233,,,554,,,,,,,
CVE-2017-13728,CVE-2017-9242,,,#N/A,,,,,,,
CVE-2017-13728,CVE-2017-9287,,,555,,,,,,,
CVE-2017-13729,CVE-2017-9403,,,556,,,,,,,
CVE-2017-13729,CVE-2017-9404,,,557,,,,,,,
CVE-2017-13729,CVE-2017-9410,,,558,,,,,,,
CVE-2017-13729,CVE-2017-9411,,,559,,,,,,,
CVE-2017-13729,CVE-2017-9412,,,560,,,,,,,
CVE-2017-13730,CVE-2017-9525,,,561,,,,,,,
CVE-2017-13730,CVE-2017-9605,,,#N/A,,,,,,,
CVE-2017-13730,CVE-2017-9614,,,#N/A,,,,,,,
CVE-2017-13730,CVE-2017-9742,,,562,,,,,,,
CVE-2017-13730,CVE-2017-9744,,,563,,,,,,,
CVE-2017-13731,CVE-2017-9745,,,564,,,,,,,
CVE-2017-13731,CVE-2017-9746,,,565,,,,,,,
CVE-2017-13731,CVE-2017-9747,,,566,,,,,,,
CVE-2017-13731,CVE-2017-9748,,,567,,,,,,,
CVE-2017-13731,CVE-2017-9749,,,568,,,,,,,
CVE-2017-13732,CVE-2017-9750,,,569,,,,,,,
CVE-2017-13732,CVE-2017-9751,,,570,,,,,,,
CVE-2017-13732,CVE-2017-9752,,,571,,,,,,,
CVE-2017-13732,CVE-2017-9753,,,572,,,,,,,
CVE-2017-13732,CVE-2017-9754,,,573,,,,,,,
CVE-2017-13733,CVE-2017-9755,,,574,,,,,,,
CVE-2017-13733,CVE-2017-9756,,,575,,,,,,,
CVE-2017-13733,CVE-2017-9782,,,576,,,,,,,
CVE-2017-13733,CVE-2017-9814,,,577,,,,,,,
CVE-2017-13733,CVE-2017-9815,,,578,,,,,,,
CVE-2017-13734,CVE-2017-9869,,,579,,,,,,,
CVE-2017-13734,CVE-2017-9870,,,580,,,,,,,
CVE-2017-13734,CVE-2017-9871,,,581,,,,,,,
CVE-2017-13734,CVE-2017-9872,,,582,,,,,,,
CVE-2017-13734,CVE-2017-9935,,,583,,,,,,,
CVE-2017-13745,CVE-2017-9936,,,584,,,,,,,
CVE-2017-13748,CVE-2017-9937,,,585,,,,,,,
CVE-2017-13753,CVE-2017-9955,,,586,,,,,,,
CVE-2017-14039,CVE-2017-9984,,,#N/A,,,,,,,
CVE-2017-14041,CVE-2017-9985,,,#N/A,,,,,,,
CVE-2017-14051,CVE-2017-9986,,,#N/A,,,,,,,
CVE-2017-14062,CVE-2017-9991,,,587,,,,,,,
CVE-2017-14106,CVE-2017-9992,,,588,,,,,,,
CVE-2017-14130,CVE-2017-9993,,,589,,,,,,,
CVE-2017-14132,CVE-2017-9994,,,590,,,,,,,
CVE-2017-14140,CVE-2017-9996,,,591,,,,,,,
CVE-2017-14156,CVE-2018-0494,,,592,,,,,,,
CVE-2017-14159,CVE-2018-0495,,,593,,,,,,,
CVE-2017-14160,CVE-2018-0732,,,594,,,,,,,
CVE-2017-14160,CVE-2018-0737,,,597,,,,,,,
CVE-2017-14229,CVE-2018-0739,,,598,,,,,,,
CVE-2017-14333,CVE-2018-1000001,,,599,,,,,,,
CVE-2017-14340,CVE-2018-1000004,,,#N/A,,,,,,,
CVE-2017-14489,CVE-2018-1000007,,,600,,,,,,,
CVE-2017-14632,CVE-2018-1000026,,,#N/A,,,,,,,
CVE-2017-14632,CVE-2018-1000030,,,601,,,,,,,
CVE-2017-14633,CVE-2018-1000120,,,602,,,,,,,
CVE-2017-14633,CVE-2018-1000121,,,603,,,,,,,
CVE-2017-14952,CVE-2018-1000122,,,604,,,,,,,
CVE-2017-14991,CVE-2018-1000199,,,#N/A,,,,,,,
CVE-2017-15018,CVE-2018-1000204,,,#N/A,,,,,,,
CVE-2017-15019,CVE-2018-1000301,,,606,,,,,,,
CVE-2017-15045,CVE-2018-10021,,,#N/A,,,,,,,
CVE-2017-15046,CVE-2018-10087,,,#N/A,,,,,,,
CVE-2017-15098,CVE-2018-10124,,,#N/A,,,,,,,
CVE-2017-15102,CVE-2018-10126,,,609,,,,,,,
CVE-2017-15115,CVE-2018-10322,,,#N/A,,,,,,,
CVE-2017-15116,CVE-2018-10323,,,#N/A,,,,,,,
CVE-2017-15128,CVE-2018-10392,,,611,,,,,,,
CVE-2017-15232,CVE-2018-10393,,,612,,,,,,,
CVE-2017-15265,CVE-2018-1049,,,613,,,,,,,
CVE-2017-15274,CVE-2018-1053,,,614,,,,,,,
CVE-2017-15299,CVE-2018-1058,,,615,,,,,,,
CVE-2017-15365,CVE-2018-1066,,,#N/A,,,,,,,
CVE-2017-15365,CVE-2018-10675,,,#N/A,,,,,,,
CVE-2017-15412,CVE-2018-1068,,,#N/A,,,,,,,
CVE-2017-15422,CVE-2018-10779,,,618,,,,,,,
CVE-2017-15537,CVE-2018-10801,,,619,,,,,,,
CVE-2017-15649,CVE-2018-1087,,,#N/A,,,,,,,
CVE-2017-15670,CVE-2018-1092,,,#N/A,,,,,,,
CVE-2017-15670,CVE-2018-1093,,,#N/A,,,,,,,
CVE-2017-15670,CVE-2018-1094,,,#N/A,,,,,,,
CVE-2017-15670,CVE-2018-10940,,,#N/A,,,,,,,
CVE-2017-15670,CVE-2018-10963,,,621,,,,,,,
CVE-2017-15804,CVE-2018-1120,,,#N/A,,,,,,,
CVE-2017-15804,CVE-2018-1130,,,#N/A,,,,,,,
CVE-2017-15804,CVE-2018-12015,,,631,,,,,,,
CVE-2017-15804,CVE-2018-12020,,,632,,,,,,,
CVE-2017-15804,CVE-2018-12232,,,#N/A,,,,,,,
CVE-2017-15868,CVE-2018-2562,,,665,,,,,,,
CVE-2017-15873,CVE-2018-2622,,,666,,,,,,,
CVE-2017-16232,CVE-2018-2640,,,667,,,,,,,
CVE-2017-16525,CVE-2018-2665,,,668,,,,,,,
CVE-2017-16526,CVE-2018-2668,,,669,,,,,,,
CVE-2017-16527,CVE-2018-2755,,,670,,,,,,,
CVE-2017-16528,CVE-2018-2761,,,671,,,,,,,
CVE-2017-16529,CVE-2018-2767,,,672,,,,,,,
CVE-2017-16530,CVE-2018-2771,,,673,,,,,,,
CVE-2017-16531,CVE-2018-2773,,,674,,,,,,,
CVE-2017-16532,CVE-2018-2781,,,675,,,,,,,
CVE-2017-16533,CVE-2018-2813,,,676,,,,,,,
CVE-2017-16534,CVE-2018-2817,,,677,,,,,,,
CVE-2017-16535,CVE-2018-2818,,,678,,,,,,,
CVE-2017-16536,CVE-2018-2819,,,679,,,,,,,
CVE-2017-16537,CVE-2018-3639,,,#N/A,,,,,,,
CVE-2017-16538,CVE-2018-3665,,,#N/A,,,,,,,
CVE-2017-16544,CVE-2018-5146,,,690,,,,,,,
CVE-2017-16643,CVE-2018-5332,,,#N/A,,,,,,,
CVE-2017-16644,CVE-2018-5333,,,#N/A,,,,,,,
CVE-2017-16645,CVE-2018-5344,,,#N/A,,,,,,,
CVE-2017-16646,CVE-2018-5360,,,691,,,,,,,
CVE-2017-16647,CVE-2018-5732,,,694,,,,,,,
CVE-2017-16649,CVE-2018-5733,,,695,,,,,,,
CVE-2017-16650,CVE-2018-5750,,,#N/A,,,,,,,
CVE-2017-16911,CVE-2018-5784,,,696,,,,,,,
CVE-2017-16912,CVE-2018-5803,,,#N/A,,,,,,,
CVE-2017-16913,CVE-2018-5814,,,#N/A,,,,,,,
CVE-2017-16914,CVE-2018-6323,,,697,,,,,,,
CVE-2017-16932,CVE-2018-6485,,,698,,,,,,,
CVE-2017-16939,CVE-2018-6759,,,700,,,,,,,
CVE-2017-16997,CVE-2018-6913,,,701,,,,,,,
CVE-2017-16997,CVE-2018-6927,,,#N/A,,,,,,,
CVE-2017-16997,CVE-2018-7169,,,704,,,,,,,
CVE-2017-16997,CVE-2018-7170,,,705,,,,,,,
CVE-2017-16997,CVE-2018-7182,,,#N/A,,,,,,,
CVE-2017-17053,CVE-2018-7183,,,706,,,,,,,
CVE-2017-17095,CVE-2018-7184,,,#N/A,,,,,,,
CVE-2017-17448,CVE-2018-7185,,,707,,,,,,,
CVE-2017-17449,CVE-2018-7273,,,#N/A,,,,,,,
CVE-2017-17450,CVE-2018-7456,,,708,,,,,,,
CVE-2017-17512,CVE-2018-7492,,,#N/A,,,,,,,
CVE-2017-17558,CVE-2018-7566,,,#N/A,,,,,,,
CVE-2017-17741,CVE-2018-7740,,,#N/A,,,,,,,
CVE-2017-17805,CVE-2018-7755,,,#N/A,,,,,,,
CVE-2017-17806,CVE-2018-7757,,,#N/A,,,,,,,
CVE-2017-17807,CVE-2018-7995,,,#N/A,,,,,,,
CVE-2017-17942,CVE-2018-7999,,,709,,,,,,,
CVE-2017-17973,CVE-2018-8740,,,710,,,,,,,
CVE-2017-18013,CVE-2018-8781,,,#N/A,,,,,,,
CVE-2017-18017,CVE-2018-8822,,,#N/A,,,,,,,
CVE-2017-18079,CVE-2018-8897,,,#N/A,,,,,,,
CVE-2017-18190,CVE-2018-8905,,,711,,,,,,,
CVE-2017-18193,CVE-2018-9055,,,712,,,,,,,
CVE-2017-18203,CVE-2018-9154,,,#N/A,,,,,,,
CVE-2017-18204,CVE-2018-9252,,,713,,,,,,,
CVE-2017-18208,,,,,,,,,,,
CVE-2017-18216,,,,,,,,,,,
CVE-2017-18221,,,,,,,,,,,
CVE-2017-18232,,,,,,,,,,,
CVE-2017-18241,,,,,,,,,,,
CVE-2017-18248,,,,,,,,,,,
CVE-2017-18249,,,,,,,,,,,
CVE-2017-18255,,,,,,,,,,,
CVE-2017-18257,,,,,,,,,,,
CVE-2017-18270,,,,,,,,,,,
CVE-2017-2518,,,,,,,,,,,
CVE-2017-2583,,,,,,,,,,,
CVE-2017-2584,,,,,,,,,,,
CVE-2017-2596,,,,,,,,,,,
CVE-2017-2618,,,,,,,,,,,
CVE-2017-2625,,,,,,,,,,,
CVE-2017-2626,,,,,,,,,,,
CVE-2017-2636,,,,,,,,,,,
CVE-2017-2647,,,,,,,,,,,
CVE-2017-2671,,,,,,,,,,,
CVE-2017-2862,,,,,,,,,,,
CVE-2017-2862,,,,,,,,,,,
CVE-2017-2870,,,,,,,,,,,
CVE-2017-2870,,,,,,,,,,,
CVE-2017-2885,,,,,,,,,,,
CVE-2017-3144,,,,,,,,,,,
CVE-2017-3144,,,,,,,,,,,
CVE-2017-3238,,,,,,,,,,,
CVE-2017-3238,,,,,,,,,,,
CVE-2017-3243,,,,,,,,,,,
CVE-2017-3243,,,,,,,,,,,
CVE-2017-3244,,,,,,,,,,,
CVE-2017-3244,,,,,,,,,,,
CVE-2017-3258,,,,,,,,,,,
CVE-2017-3258,,,,,,,,,,,
CVE-2017-3265,,,,,,,,,,,
CVE-2017-3265,,,,,,,,,,,
CVE-2017-3291,,,,,,,,,,,
CVE-2017-3291,,,,,,,,,,,
CVE-2017-3302,,,,,,,,,,,
CVE-2017-3302,,,,,,,,,,,
CVE-2017-3305,,,,,,,,,,,
CVE-2017-3305,,,,,,,,,,,
CVE-2017-3308,,,,,,,,,,,
CVE-2017-3308,,,,,,,,,,,
CVE-2017-3309,,,,,,,,,,,
CVE-2017-3309,,,,,,,,,,,
CVE-2017-3312,,,,,,,,,,,
CVE-2017-3312,,,,,,,,,,,
CVE-2017-3313,,,,,,,,,,,
CVE-2017-3313,,,,,,,,,,,
CVE-2017-3317,,,,,,,,,,,
CVE-2017-3317,,,,,,,,,,,
CVE-2017-3318,,,,,,,,,,,
CVE-2017-3318,,,,,,,,,,,
CVE-2017-3329,,,,,,,,,,,
CVE-2017-3329,,,,,,,,,,,
CVE-2017-3453,,,,,,,,,,,
CVE-2017-3453,,,,,,,,,,,
CVE-2017-3456,,,,,,,,,,,
CVE-2017-3456,,,,,,,,,,,
CVE-2017-3461,,,,,,,,,,,
CVE-2017-3461,,,,,,,,,,,
CVE-2017-3462,,,,,,,,,,,
CVE-2017-3462,,,,,,,,,,,
CVE-2017-3463,,,,,,,,,,,
CVE-2017-3463,,,,,,,,,,,
CVE-2017-3464,,,,,,,,,,,
CVE-2017-3464,,,,,,,,,,,
CVE-2017-3600,,,,,,,,,,,
CVE-2017-3600,,,,,,,,,,,
CVE-2017-3635,,,,,,,,,,,
CVE-2017-3635,,,,,,,,,,,
CVE-2017-3636,,,,,,,,,,,
CVE-2017-3636,,,,,,,,,,,
CVE-2017-3641,,,,,,,,,,,
CVE-2017-3641,,,,,,,,,,,
CVE-2017-3648,,,,,,,,,,,
CVE-2017-3648,,,,,,,,,,,
CVE-2017-3651,,,,,,,,,,,
CVE-2017-3651,,,,,,,,,,,
CVE-2017-3652,,,,,,,,,,,
CVE-2017-3652,,,,,,,,,,,
CVE-2017-3653,,,,,,,,,,,
CVE-2017-3653,,,,,,,,,,,
CVE-2017-3731,,,,,,,,,,,
CVE-2017-3731,,,,,,,,,,,
CVE-2017-3735,,,,,,,,,,,
CVE-2017-3735,,,,,,,,,,,
CVE-2017-5029,,,,,,,,,,,
CVE-2017-5225,,,,,,,,,,,
CVE-2017-5335,,,,,,,,,,,
CVE-2017-5335,,,,,,,,,,,
CVE-2017-5336,,,,,,,,,,,
CVE-2017-5336,,,,,,,,,,,
CVE-2017-5337,,,,,,,,,,,
CVE-2017-5337,,,,,,,,,,,
CVE-2017-5504,,,,,,,,,,,
CVE-2017-5549,,,,,,,,,,,
CVE-2017-5550,,,,,,,,,,,
CVE-2017-5551,,,,,,,,,,,
CVE-2017-5563,,,,,,,,,,,
CVE-2017-5669,,,,,,,,,,,
CVE-2017-5715,,,,,,,,,,,
CVE-2017-5753,,,,,,,,,,,
CVE-2017-5754,,,,,,,,,,,
CVE-2017-5837,,,,,,,,,,,
CVE-2017-5837,,,,,,,,,,,
CVE-2017-5837,,,,,,,,,,,
CVE-2017-5838,,,,,,,,,,,
CVE-2017-5839,,,,,,,,,,,
CVE-2017-5839,,,,,,,,,,,
CVE-2017-5839,,,,,,,,,,,
CVE-2017-5840,,,,,,,,,,,
CVE-2017-5840,,,,,,,,,,,
CVE-2017-5842,,,,,,,,,,,
CVE-2017-5842,,,,,,,,,,,
CVE-2017-5842,,,,,,,,,,,
CVE-2017-5844,,,,,,,,,,,
CVE-2017-5844,,,,,,,,,,,
CVE-2017-5844,,,,,,,,,,,
CVE-2017-5897,,,,,,,,,,,
CVE-2017-5953,,,,,,,,,,,
CVE-2017-5953,,,,,,,,,,,
CVE-2017-5967,,,,,,,,,,,
CVE-2017-5970,,,,,,,,,,,
CVE-2017-5972,,,,,,,,,,,
CVE-2017-5986,,,,,,,,,,,
CVE-2017-6214,,,,,,,,,,,
CVE-2017-6280,,,,,,,,,,,
CVE-2017-6311,,,,,,,,,,,
CVE-2017-6311,,,,,,,,,,,
CVE-2017-6312,,,,,,,,,,,
CVE-2017-6312,,,,,,,,,,,
CVE-2017-6313,,,,,,,,,,,
CVE-2017-6313,,,,,,,,,,,
CVE-2017-6314,,,,,,,,,,,
CVE-2017-6314,,,,,,,,,,,
CVE-2017-6345,,,,,,,,,,,
CVE-2017-6346,,,,,,,,,,,
CVE-2017-6348,,,,,,,,,,,
CVE-2017-6349,,,,,,,,,,,
CVE-2017-6349,,,,,,,,,,,
CVE-2017-6350,,,,,,,,,,,
CVE-2017-6350,,,,,,,,,,,
CVE-2017-6362,,,,,,,,,,,
CVE-2017-6508,,,,,,,,,,,
CVE-2017-6512,,,,,,,,,,,
CVE-2017-6512,,,,,,,,,,,
CVE-2017-6512,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6594,,,,,,,,,,,
CVE-2017-6850,,,,,,,,,,,
CVE-2017-6852,,,,,,,,,,,
CVE-2017-6891,,,,,,,,,,,
CVE-2017-6951,,,,,,,,,,,
CVE-2017-6964,,,,,,,,,,,
CVE-2017-6965,,,,,,,,,,,
CVE-2017-6966,,,,,,,,,,,
CVE-2017-6969,,,,,,,,,,,
CVE-2017-7000,,,,,,,,,,,
CVE-2017-7001,,,,,,,,,,,
CVE-2017-7002,,,,,,,,,,,
CVE-2017-7184,,,,,,,,,,,
CVE-2017-7187,,,,,,,,,,,
CVE-2017-7206,,,,,,,,,,,
CVE-2017-7206,,,,,,,,,,,
CVE-2017-7206,,,,,,,,,,,
CVE-2017-7206,,,,,,,,,,,
CVE-2017-7208,,,,,,,,,,,
CVE-2017-7208,,,,,,,,,,,
CVE-2017-7208,,,,,,,,,,,
CVE-2017-7208,,,,,,,,,,,
CVE-2017-7209,,,,,,,,,,,
CVE-2017-7210,,,,,,,,,,,
CVE-2017-7223,,,,,,,,,,,
CVE-2017-7224,,,,,,,,,,,
