[Nov 28 23:43:54] DEBUG [dreamy_nightingale@172-17-0-1] Executing... rpm -qa --queryformat "%{NAME} %{EPOCHNUM} %{VERSION} %{RELEASE} %{ARCH}"
[Nov 28 23:44:01] DEBUG [dreamy_nightingale@172-17-0-1] execResult: servername: dreamy_nightingale@172-17-0-1
  cmd: /usr/bin/ssh -tt -o StrictHostKeyChecking=yes -o LogLevel=quiet -o ConnectionAttempts=3 -o ConnectTimeout=10 -o ControlMaster=auto -o ControlPath=/root/.vuls/controlmaster-%r-172-17-0-1.%p -o Controlpersist=10m cmcarthur@172.17.0.1 -p 22 stty cols 1000; docker exec --user 0 ab1d17c4a270 /bin/sh -c 'rpm -qa --queryformat "%{NAME} %{EPOCHNUM} %{VERSION} %{RELEASE} %{ARCH}
"'

dreamy_nightingale@172-17-0-1 (centos7.4.1708) on 172-17-0-1
============================================================
Total: 344 (High:29 Medium:121 Low:193 ?:1), 18/344 Fixed, 171 installed, 82 updatable, 18 cves with exploit

+------------------+------+----------+---------+---------------------------------------------------+---------+
|      CVE-ID      | CVSS |  ATTACK  |  FIXED  |                        NVD                        | EXPLOIT |
| CVE-2017-12454   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12454   | false   |
| CVE-2017-12455   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12455   | false   |
| CVE-2017-12456   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12456   | false   |
| CVE-2017-12457   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12457   | false   |
| CVE-2017-12458   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12458   | false   |
| CVE-2017-12799   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12799   | false   |
| CVE-2017-12967   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12967   | false   |
| CVE-2017-13685   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13685   | false   |
| CVE-2017-13710   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13710   | false   |
| CVE-2017-13716   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13716   | false   |
| CVE-2017-13728   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13728   | false   |
| CVE-2017-13729   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13729   | false   |
| CVE-2017-13730   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13730   | false   |
| CVE-2017-13731   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13731   | false   |
| CVE-2017-13732   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13732   | false   |
| CVE-2017-13733   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13733   | false   |
| CVE-2017-13734   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13734   | false   |
| CVE-2017-13757   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-13757   | false   |
| CVE-2017-14062   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14062   | false   |
| CVE-2017-14128   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14128   | false   |
| CVE-2017-14129   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14129   | false   |
| CVE-2017-14130   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14130   | false   |
| CVE-2017-14529   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14529   | false   |
| CVE-2017-14729   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14729   | false   |
| CVE-2017-14745   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14745   | false   |
| CVE-2017-14930   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14930   | false   |
| CVE-2017-14932   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14932   | false   |
| CVE-2017-14933   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14933   | false   |
| CVE-2017-14934   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14934   | false   |
| CVE-2017-14938   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14938   | false   |
| CVE-2017-14939   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14939   | true    |
| CVE-2017-14940   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14940   | false   |
| CVE-2017-14974   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-14974   | false   |
| CVE-2017-15020   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15020   | false   |
| CVE-2017-15021   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15021   | false   |
| CVE-2017-15022   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15022   | false   |
| CVE-2017-15023   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15023   | false   |
| CVE-2017-15024   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15024   | false   |
| CVE-2017-15025   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15025   | false   |
| CVE-2017-15225   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15225   | false   |
| CVE-2017-15286   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15286   | false   |
| CVE-2017-15671   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15671   | false   |
| CVE-2017-15938   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15938   | false   |
| CVE-2017-15939   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15939   | false   |
| CVE-2017-15996   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-15996   | false   |
| CVE-2017-16826   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16826   | false   |
| CVE-2017-16827   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16827   | false   |
| CVE-2017-16828   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16828   | false   |
| CVE-2017-16829   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16829   | false   |
| CVE-2017-16830   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16830   | false   |
| CVE-2017-16831   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16831   | false   |
| CVE-2017-16832   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16832   | false   |
| CVE-2017-17080   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17080   | false   |
| CVE-2017-17121   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17121   | false   |
| CVE-2017-17122   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17122   | false   |
| CVE-2017-17123   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17123   | false   |
| CVE-2017-17124   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17124   | false   |
| CVE-2017-17125   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17125   | false   |
| CVE-2017-17126   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-17126   | false   |
| CVE-2017-7209    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7209    | false   |
| CVE-2017-7210    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7210    | false   |
| CVE-2017-7223    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7223    | false   |
| CVE-2017-7224    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7224    | false   |
| CVE-2017-7225    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7225    | false   |
| CVE-2017-7227    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7227    | false   |
| CVE-2017-7299    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7299    | false   |
| CVE-2017-7300    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7300    | false   |
| CVE-2017-7301    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7301    | false   |
| CVE-2017-7302    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7302    | false   |
| CVE-2017-7303    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7303    | false   |
| CVE-2017-7304    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7304    | false   |
| CVE-2017-7614    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7614    | false   |
| CVE-2017-8392    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8392    | false   |
| CVE-2017-8393    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8393    | false   |
| CVE-2017-8394    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8394    | false   |
| CVE-2017-8395    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8395    | false   |
| CVE-2017-8396    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8396    | false   |
| CVE-2017-8397    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8397    | false   |
| CVE-2017-8398    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8398    | false   |
| CVE-2017-8421    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8421    | false   |
| CVE-2017-9038    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9038    | false   |
| CVE-2017-9039    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9039    | false   |
| CVE-2017-9040    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9040    | false   |
| CVE-2017-9041    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9041    | false   |
| CVE-2017-9042    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9042    | false   |
| CVE-2017-9043    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9043    | false   |
| CVE-2017-9044    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9044    | false   |
| CVE-2017-9742    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9742    | true    |
| CVE-2017-9743    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9743    | false   |
| CVE-2017-9744    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9744    | false   |
| CVE-2017-9745    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9745    | false   |
| CVE-2017-9746    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9746    | true    |
| CVE-2017-9747    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9747    | true    |
| CVE-2017-9748    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9748    | true    |
| CVE-2017-9749    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9749    | true    |
| CVE-2017-9750    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9750    | true    |
| CVE-2017-9751    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9751    | false   |
| CVE-2017-9752    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9752    | false   |
| CVE-2017-9753    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9753    | false   |
| CVE-2017-9754    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9754    | false   |
| CVE-2017-9755    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9755    | false   |
| CVE-2017-9756    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9756    | true    |
| CVE-2017-9954    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9954    | false   |
| CVE-2017-9955    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-9955    | false   |
| CVE-2018-0737    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-0737    | false   |
| CVE-2018-10372   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10372   | false   |
| CVE-2018-10373   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10373   | false   |
| CVE-2018-10733   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10733   | false   |
| CVE-2018-10767   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10767   | false   |
| CVE-2018-10768   |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10768   | false   |
| CVE-2018-6323    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-6323    | true    |
| CVE-2018-6759    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-6759    | false   |
| CVE-2018-6872    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-6872    | false   |
| CVE-2018-7208    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-7208    | false   |
| CVE-2018-7568    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-7568    | false   |
| CVE-2018-7569    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-7569    | false   |
| CVE-2018-7642    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-7642    | false   |
| CVE-2018-7643    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-7643    | false   |
| CVE-2018-8945    |  3.3 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-8945    | false   |
| CVE-2016-7942    |  3.1 | Adjacent | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-7942    | false   |
| CVE-2017-8817    |  3.1 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-8817    | false   |
| CVE-2017-12132   |  3.0 |  Network |   Fixed | https://nvd.nist.gov/vuln/detail/CVE-2017-12132   | false   |
| CVE-2018-10534   |  2.8 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10534   | false   |
| CVE-2018-10535   |  2.8 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-10535   | false   |
| CVE-2018-13033   |  2.8 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2018-13033   | false   |
| CVE-2016-4984    |  2.7 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-4984    | false   |
| CVE-2014-9471    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-9471    | false   |
| CVE-2015-2059    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-2059    | false   |
| CVE-2015-8386    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8386    | false   |
| CVE-2015-8982    |  2.6 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8982    | false   |
| CVE-2016-1938    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-1938    | false   |
| CVE-2016-4429    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-4429    | false   |
| CVE-2016-7098    |  2.6 |  Network | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-7098    | true    |
| CVE-2017-16879   |  2.5 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-16879   | false   |
| CVE-2016-6153    |  2.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-6153    | false   |
| CVE-2014-3532    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3532    | false   |
| CVE-2014-3533    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3533    | false   |
| CVE-2014-3636    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3636    | false   |
| CVE-2014-3637    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3637    | false   |
| CVE-2014-3638    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3638    | false   |
| CVE-2014-3639    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3639    | false   |
| CVE-2015-1197    |  2.1 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-1197    | false   |
| CVE-2014-5270    |  1.9 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-5270    | false   |
| CVE-2015-0245    |  1.9 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-0245    | false   |
| CVE-2015-8382    |  1.9 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8382    | false   |
| CVE-2015-8985    |  1.9 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8985    | false   |
| CVE-2017-7407    |  1.8 | Physical | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2017-7407    | false   |
| CVE-2015-8538    |  1.7 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8538    | false   |
| CVE-2014-3591    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-3591    | false   |
| CVE-2014-9402    |  1.2 |    Local |   Fixed | https://nvd.nist.gov/vuln/detail/CVE-2014-9402    | false   |
| CVE-2014-9939    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-9939    | false   |
| CVE-2015-0837    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-0837    | false   |
| CVE-2015-1606    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-1606    | false   |
| CVE-2015-1607    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-1607    | false   |
| CVE-2015-5180    |  1.2 |    Local |   Fixed | https://nvd.nist.gov/vuln/detail/CVE-2015-5180    | false   |
| CVE-2015-8984    |  1.2 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2015-8984    | false   |
| CVE-2014-4043    |  1.0 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2014-4043    | false   |
| CVE-2016-4491    |  0.0 |    Local | Unfixed | https://nvd.nist.gov/vuln/detail/CVE-2016-4491    | false   |
+------------------+------+----------+---------+---------------------------------------------------+---------+
