Anchore Raw,Anchore Unique,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
CVE-2018-10675,,,,,,,,,,,
CVE-2018-1068,,,,,,,,,,,
CVE-2018-10779,,,,,,,,,,,
CVE-2018-10801,,,,,,,,,,,
CVE-2018-1087,,,,,,,,,,,
CVE-2018-1092,,,,,,,,,,,
CVE-2018-1093,,,,,,,,,,,
CVE-2018-1094,,,,,,,,,,,
CVE-2018-10940,,,,,,,,,,,
CVE-2018-10963,,,,,,,,,,,
CVE-2018-1120,,,,,,,,,,,
CVE-2018-1130,,,,,,,,,,,
CVE-2018-12015,,,,,,,,,,,
CVE-2018-12015,,,,,,,,,,,
CVE-2018-12015,,,,,,,,,,,
CVE-2018-12020,,,,,,,,,,,
CVE-2018-12020,,,,,,,,,,,
CVE-2018-12232,,,,,,,,,,,
CVE-2018-2562,,,,,,,,,,,
CVE-2018-2562,,,,,,,,,,,
CVE-2018-2622,,,,,,,,,,,
CVE-2018-2622,,,,,,,,,,,
CVE-2018-2640,,,,,,,,,,,
CVE-2018-2640,,,,,,,,,,,
CVE-2018-2665,,,,,,,,,,,
CVE-2018-2665,,,,,,,,,,,
CVE-2018-2668,,,,,,,,,,,
CVE-2018-2668,,,,,,,,,,,
CVE-2018-2755,,,,,,,,,,,
CVE-2018-2755,,,,,,,,,,,
CVE-2018-2761,,,,,,,,,,,
CVE-2018-2761,,,,,,,,,,,
CVE-2018-2767,,,,,,,,,,,
CVE-2018-2767,,,,,,,,,,,
CVE-2018-2771,,,,,,,,,,,
CVE-2018-2771,,,,,,,,,,,
CVE-2018-2773,,,,,,,,,,,
CVE-2018-2773,,,,,,,,,,,
CVE-2018-2781,,,,,,,,,,,
CVE-2018-2781,,,,,,,,,,,
CVE-2018-2813,,,,,,,,,,,
CVE-2018-2813,,,,,,,,,,,
CVE-2018-2817,,,,,,,,,,,
CVE-2018-2817,,,,,,,,,,,
CVE-2018-2818,,,,,,,,,,,
CVE-2018-2818,,,,,,,,,,,
CVE-2018-2819,,,,,,,,,,,
CVE-2018-2819,,,,,,,,,,,
CVE-2018-3639,,,,,,,,,,,
CVE-2018-3665,,,,,,,,,,,
CVE-2018-5146,,,,,,,,,,,
CVE-2018-5146,,,,,,,,,,,
CVE-2018-5332,,,,,,,,,,,
CVE-2018-5333,,,,,,,,,,,
CVE-2018-5344,,,,,,,,,,,
CVE-2018-5360,,,,,,,,,,,
CVE-2018-5732,,,,,,,,,,,
CVE-2018-5732,,,,,,,,,,,
CVE-2018-5733,,,,,,,,,,,
CVE-2018-5733,,,,,,,,,,,
CVE-2018-5750,,,,,,,,,,,
CVE-2018-5784,,,,,,,,,,,
CVE-2018-5803,,,,,,,,,,,
CVE-2018-5814,,,,,,,,,,,
CVE-2018-6323,,,,,,,,,,,
CVE-2018-6485,,,,,,,,,,,
CVE-2018-6485,,,,,,,,,,,
CVE-2018-6485,,,,,,,,,,,
CVE-2018-6485,,,,,,,,,,,
CVE-2018-6485,,,,,,,,,,,
CVE-2018-6759,,,,,,,,,,,
CVE-2018-6913,,,,,,,,,,,
CVE-2018-6913,,,,,,,,,,,
CVE-2018-6913,,,,,,,,,,,
CVE-2018-6927,,,,,,,,,,,
CVE-2018-6951,,,,,,,,,,,
CVE-2018-6952,,,,,,,,,,,
CVE-2018-7169,,,,,,,,,,,
CVE-2018-7169,,,,,,,,,,,
CVE-2018-7170,,,,,,,,,,,
CVE-2018-7182,,,,,,,,,,,
CVE-2018-7183,,,,,,,,,,,
CVE-2018-7184,,,,,,,,,,,
CVE-2018-7185,,,,,,,,,,,
CVE-2018-7273,,,,,,,,,,,
CVE-2018-7456,,,,,,,,,,,
CVE-2018-7492,,,,,,,,,,,
CVE-2018-7566,,,,,,,,,,,
CVE-2018-7740,,,,,,,,,,,
CVE-2018-7755,,,,,,,,,,,
CVE-2018-7757,,,,,,,,,,,
CVE-2018-7995,,,,,,,,,,,
CVE-2018-7999,,,,,,,,,,,
CVE-2018-8740,,,,,,,,,,,
CVE-2018-8781,,,,,,,,,,,
CVE-2018-8822,,,,,,,,,,,
CVE-2018-8897,,,,,,,,,,,
CVE-2018-8905,,,,,,,,,,,
CVE-2018-9055,,,,,,,,,,,
CVE-2018-9154,,,,,,,,,,,
CVE-2018-9252,,,,,,,,,,,
