Anchore Raw,Anchore Unique,Vuls Raw,Vuls Unique,Anchore to Vuls Matching,Vuls to Anchore Matching,Common Vulnerabilities,Anchore Unmatched,Vuls Unmatched,Total,Anchore Coverage,Vuls Coverage
CVE-2016-4610,CVE-2017-12154,CVE-2017-13728,CVE-2017-13728,#N/A,296,,,,,,
CVE-2016-4612,CVE-2017-12190,CVE-2017-13729,CVE-2017-13729,#N/A,297,,,,,,
CVE-2016-4738,CVE-2017-12192,CVE-2017-13730,CVE-2017-13730,#N/A,298,,,,,,
CVE-2016-5011,CVE-2017-12193,CVE-2017-13731,CVE-2017-13731,#N/A,299,,,,,,
CVE-2016-5011,CVE-2017-12424,CVE-2017-13732,CVE-2017-13732,239,300,,,,,,
CVE-2016-5011,CVE-2017-12448,CVE-2017-13733,CVE-2017-13733,240,301,,,,,,
CVE-2016-5011,CVE-2017-12449,CVE-2017-13734,CVE-2017-13734,241,302,,,,,,
CVE-2016-5011,CVE-2017-12450,CVE-2017-13745,CVE-2017-13745,242,303,,,,,,
CVE-2016-5102,CVE-2017-12452,CVE-2017-13748,CVE-2017-13748,243,304,,,,,,
CVE-2016-5139,CVE-2017-12453,CVE-2017-13753,CVE-2017-13753,244,305,,,,,,
CVE-2016-5158,CVE-2017-12454,CVE-2017-14039,CVE-2017-14039,245,306,,,,,,
CVE-2016-5159,CVE-2017-12455,CVE-2017-14041,CVE-2017-14041,246,307,,,,,,
CVE-2016-5318,CVE-2017-12456,CVE-2017-14062,CVE-2017-14062,247,309,,,,,,
CVE-2016-5319,CVE-2017-12457,CVE-2017-14130,CVE-2017-14130,248,310,,,,,,
CVE-2016-5325,CVE-2017-12458,CVE-2017-14132,CVE-2017-14132,249,311,,,,,,
CVE-2016-5407,CVE-2017-12459,CVE-2017-14159,CVE-2017-14159,250,314,,,,,,
CVE-2016-5863,CVE-2017-12762,CVE-2017-14160,CVE-2017-14160,#N/A,315,,,,,,
CVE-2016-6185,CVE-2017-12799,CVE-2017-14229,CVE-2017-14229,251,316,,,,,,
CVE-2016-6185,CVE-2017-12837,CVE-2017-14333,CVE-2017-14333,252,317,,,,,,
CVE-2016-6185,CVE-2017-12883,CVE-2017-14632,CVE-2017-14632,253,319,,,,,,
CVE-2016-6197,CVE-2017-12944,CVE-2017-14633,CVE-2017-14633,254,320,,,,,,
CVE-2016-6198,CVE-2017-12967,CVE-2017-14952,CVE-2017-14952,255,321,,,,,,
CVE-2016-6323,CVE-2017-13089,CVE-2017-15018,CVE-2017-15018,256,323,,,,,,
CVE-2016-6323,CVE-2017-13090,CVE-2017-15019,CVE-2017-15019,257,324,,,,,,
CVE-2016-6786,CVE-2017-13165,CVE-2017-15045,CVE-2017-15045,#N/A,325,,,,,,
CVE-2016-6787,CVE-2017-13220,CVE-2017-15046,CVE-2017-15046,#N/A,326,,,,,,
CVE-2016-6866,CVE-2017-13305,CVE-2017-15098,CVE-2017-15098,#N/A,327,,,,,,
CVE-2016-7032,CVE-2017-13685,CVE-2017-15412,CVE-2017-15412,258,337,,,,,,
CVE-2016-7076,CVE-2017-13695,CVE-2017-15422,CVE-2017-15422,#N/A,338,,,,,,
CVE-2016-7098,CVE-2017-13712,CVE-2017-15670,CVE-2017-15670,259,341,,,,,,
CVE-2016-7163,CVE-2017-13716,CVE-2017-15804,CVE-2017-15804,260,342,,,,,,
CVE-2016-7393,CVE-2017-13726,CVE-2017-15873,CVE-2017-15873,261,344,,,,,,
CVE-2016-7393,CVE-2017-13727,CVE-2017-16232,CVE-2017-16232,262,345,,,,,,
CVE-2016-7393,CVE-2017-13728,CVE-2017-16544,CVE-2017-16544,263,360,,,,,,
CVE-2016-7393,CVE-2017-13729,CVE-2017-16612,CVE-2017-16612,264,#N/A,,,,,,
CVE-2016-7424,CVE-2017-13730,CVE-2017-16803,CVE-2017-16803,265,#N/A,,,,,,
CVE-2016-7424,CVE-2017-13731,CVE-2017-16932,CVE-2017-16932,266,372,,,,,,
CVE-2016-7424,CVE-2017-13732,CVE-2017-16997,CVE-2017-16997,267,373,,,,,,
CVE-2016-7424,CVE-2017-13733,CVE-2017-17095,CVE-2017-17095,268,375,,,,,,
CVE-2016-7477,CVE-2017-13734,CVE-2017-17505,CVE-2017-17505,269,#N/A,,,,,,
CVE-2016-7477,CVE-2017-13745,CVE-2017-17506,CVE-2017-17506,270,#N/A,,,,,,
CVE-2016-7477,CVE-2017-13748,CVE-2017-17508,CVE-2017-17508,271,#N/A,,,,,,
CVE-2016-7477,CVE-2017-13753,CVE-2017-17512,CVE-2017-17512,272,379,,,,,,
CVE-2016-7499,CVE-2017-14039,CVE-2017-17942,CVE-2017-17942,273,385,,,,,,
CVE-2016-7499,CVE-2017-14041,CVE-2017-17973,CVE-2017-17973,274,386,,,,,,
CVE-2016-7499,CVE-2017-14051,CVE-2017-18013,CVE-2017-18013,#N/A,387,,,,,,
CVE-2016-7499,CVE-2017-14062,CVE-2017-18190,CVE-2017-18190,275,390,,,,,,
CVE-2016-7543,CVE-2017-14130,CVE-2017-18248,CVE-2017-18248,276,399,,,,,,
CVE-2016-7913,CVE-2017-14132,CVE-2017-18258,CVE-2017-18258,277,#N/A,,,,,,
CVE-2016-7942,CVE-2017-14140,CVE-2017-2518,CVE-2017-2518,#N/A,404,,,,,,
CVE-2016-7942,CVE-2017-14156,CVE-2017-2616,CVE-2017-2616,#N/A,#N/A,,,,,,
CVE-2016-7942,CVE-2017-14159,CVE-2017-2625,CVE-2017-2625,278,408,,,,,,
CVE-2016-7943,CVE-2017-14160,CVE-2017-2626,CVE-2017-2626,279,409,,,,,,
CVE-2016-7943,CVE-2017-14229,CVE-2017-2862,CVE-2017-2862,280,412,,,,,,
CVE-2016-7943,CVE-2017-14333,CVE-2017-2870,CVE-2017-2870,281,413,,,,,,
CVE-2016-7944,CVE-2017-14489,CVE-2017-2885,CVE-2017-2885,#N/A,414,,,,,,
CVE-2016-7945,CVE-2017-14632,CVE-2017-3144,CVE-2017-3144,282,415,,,,,,
CVE-2016-7946,CVE-2017-14633,CVE-2017-3302,CVE-2017-3302,283,416,,,,,,
CVE-2016-7947,CVE-2017-14952,CVE-2017-3305,CVE-2017-3305,284,417,,,,,,
CVE-2016-7948,CVE-2017-14991,CVE-2017-3308,CVE-2017-3308,#N/A,418,,,,,,
CVE-2016-7949,CVE-2017-15018,CVE-2017-3309,CVE-2017-3309,285,419,,,,,,
CVE-2016-7950,CVE-2017-15019,CVE-2017-3329,CVE-2017-3329,286,420,,,,,,
CVE-2016-7951,CVE-2017-15045,CVE-2017-3453,CVE-2017-3453,287,421,,,,,,
CVE-2016-7952,CVE-2017-15046,CVE-2017-3456,CVE-2017-3456,288,422,,,,,,
CVE-2016-8625,CVE-2017-15098,CVE-2017-3461,CVE-2017-3461,289,423,,,,,,
CVE-2016-8625,CVE-2017-15102,CVE-2017-3462,CVE-2017-3462,#N/A,424,,,,,,
CVE-2016-8654,CVE-2017-15115,CVE-2017-3463,CVE-2017-3463,#N/A,425,,,,,,
CVE-2016-8675,CVE-2017-15116,CVE-2017-3464,CVE-2017-3464,#N/A,426,,,,,,
CVE-2016-8675,CVE-2017-15128,CVE-2017-3600,CVE-2017-3600,#N/A,427,,,,,,
CVE-2016-8675,CVE-2017-15232,CVE-2017-3635,CVE-2017-3635,#N/A,428,,,,,,
CVE-2016-8675,CVE-2017-15265,CVE-2017-3636,CVE-2017-3636,#N/A,429,,,,,,
CVE-2016-8676,CVE-2017-15274,CVE-2017-3641,CVE-2017-3641,#N/A,430,,,,,,
CVE-2016-8676,CVE-2017-15299,CVE-2017-3648,CVE-2017-3648,#N/A,431,,,,,,
CVE-2016-8676,CVE-2017-15365,CVE-2017-3651,CVE-2017-3651,#N/A,432,,,,,,
CVE-2016-8676,CVE-2017-15412,CVE-2017-3652,CVE-2017-3652,290,433,,,,,,
CVE-2016-8690,CVE-2017-15422,CVE-2017-3653,CVE-2017-3653,291,434,,,,,,
CVE-2016-8691,CVE-2017-15537,CVE-2017-3735,CVE-2017-3735,#N/A,435,,,,,,
CVE-2016-8692,CVE-2017-15649,CVE-2017-5029,CVE-2017-5029,#N/A,436,,,,,,
CVE-2016-8693,CVE-2017-15670,CVE-2017-5504,CVE-2017-5504,292,437,,,,,,
CVE-2016-8882,CVE-2017-15804,CVE-2017-5563,CVE-2017-5563,293,441,,,,,,
CVE-2016-8883,CVE-2017-15868,CVE-2017-5837,CVE-2017-5837,#N/A,445,,,,,,
CVE-2016-8884,CVE-2017-15873,CVE-2017-5838,CVE-2017-5838,294,446,,,,,,
CVE-2016-8885,CVE-2017-16232,CVE-2017-5839,CVE-2017-5839,295,447,,,,,,
CVE-2016-8886,CVE-2017-16525,CVE-2017-5840,CVE-2017-5840,#N/A,448,,,,,,
CVE-2016-8887,CVE-2017-16526,CVE-2017-5842,CVE-2017-5842,#N/A,449,,,,,,
CVE-2016-9082,CVE-2017-16527,CVE-2017-5844,CVE-2017-5844,#N/A,450,,,,,,
CVE-2016-9082,CVE-2017-16528,CVE-2017-5953,CVE-2017-5953,#N/A,452,,,,,,
CVE-2016-9318,CVE-2017-16529,CVE-2017-6311,CVE-2017-6311,#N/A,456,,,,,,
CVE-2016-9387,CVE-2017-16530,CVE-2017-6312,CVE-2017-6312,#N/A,457,,,,,,
CVE-2016-9388,CVE-2017-16531,CVE-2017-6313,CVE-2017-6313,#N/A,458,,,,,,
CVE-2016-9389,CVE-2017-16532,CVE-2017-6314,CVE-2017-6314,#N/A,459,,,,,,
CVE-2016-9390,CVE-2017-16533,CVE-2017-6349,CVE-2017-6349,#N/A,462,,,,,,
CVE-2016-9391,CVE-2017-16534,CVE-2017-6350,CVE-2017-6350,#N/A,463,,,,,,
CVE-2016-9392,CVE-2017-16535,CVE-2017-6362,CVE-2017-6362,#N/A,464,,,,,,
CVE-2016-9393,CVE-2017-16536,CVE-2017-6458,CVE-2017-6458,#N/A,#N/A,,,,,,
CVE-2016-9394,CVE-2017-16537,CVE-2017-6462,CVE-2017-6462,#N/A,#N/A,,,,,,
CVE-2016-9395,CVE-2017-16538,CVE-2017-6463,CVE-2017-6463,#N/A,#N/A,,,,,,
CVE-2016-9396,CVE-2017-16544,CVE-2017-6464,CVE-2017-6464,296,#N/A,,,,,,
CVE-2016-9397,CVE-2017-16643,CVE-2017-6508,CVE-2017-6508,#N/A,465,,,,,,
CVE-2016-9398,CVE-2017-16644,CVE-2017-6512,CVE-2017-6512,#N/A,466,,,,,,
CVE-2016-9399,CVE-2017-16645,CVE-2017-6594,CVE-2017-6594,#N/A,467,,,,,,
CVE-2016-9401,CVE-2017-16646,CVE-2017-6850,CVE-2017-6850,#N/A,468,,,,,,
CVE-2016-9557,CVE-2017-16647,CVE-2017-6852,CVE-2017-6852,#N/A,469,,,,,,
CVE-2016-9560,CVE-2017-16649,CVE-2017-6891,CVE-2017-6891,#N/A,470,,,,,,
CVE-2016-9576,CVE-2017-16650,CVE-2017-6964,CVE-2017-6964,#N/A,471,,,,,,
CVE-2016-9586,CVE-2017-16911,CVE-2017-6965,CVE-2017-6965,#N/A,472,,,,,,
CVE-2016-9586,CVE-2017-16912,CVE-2017-6966,CVE-2017-6966,#N/A,473,,,,,,
CVE-2016-9588,CVE-2017-16913,CVE-2017-6969,CVE-2017-6969,#N/A,474,,,,,,
CVE-2016-9591,CVE-2017-16914,CVE-2017-7206,CVE-2017-7206,#N/A,478,,,,,,
CVE-2016-9600,CVE-2017-16932,CVE-2017-7208,CVE-2017-7208,299,479,,,,,,
CVE-2016-9644,CVE-2017-16997,CVE-2017-7209,CVE-2017-7209,300,480,,,,,,
CVE-2016-9675,CVE-2017-17053,CVE-2017-7210,CVE-2017-7210,#N/A,481,,,,,,
CVE-2016-9811,CVE-2017-17095,CVE-2017-7223,CVE-2017-7223,301,482,,,,,,
CVE-2016-9811,CVE-2017-17448,CVE-2017-7224,CVE-2017-7224,#N/A,483,,,,,,
CVE-2016-9811,CVE-2017-17449,CVE-2017-7225,CVE-2017-7225,#N/A,484,,,,,,
CVE-2016-9840,CVE-2017-17450,CVE-2017-7226,CVE-2017-7226,#N/A,485,,,,,,
CVE-2016-9841,CVE-2017-17512,CVE-2017-7227,CVE-2017-7227,305,486,,,,,,
CVE-2016-9842,CVE-2017-17558,CVE-2017-7245,CVE-2017-7245,#N/A,487,,,,,,
CVE-2016-9843,CVE-2017-17741,CVE-2017-7246,CVE-2017-7246,#N/A,488,,,,,,
CVE-2016-9909,CVE-2017-17805,CVE-2017-7299,CVE-2017-7299,#N/A,489,,,,,,
CVE-2016-9909,CVE-2017-17806,CVE-2017-7300,CVE-2017-7300,#N/A,490,,,,,,
CVE-2016-9910,CVE-2017-17807,CVE-2017-7301,CVE-2017-7301,#N/A,491,,,,,,
CVE-2016-9910,CVE-2017-17942,CVE-2017-7302,CVE-2017-7302,306,492,,,,,,
CVE-2017-0537,CVE-2017-17973,CVE-2017-7375,CVE-2017-7375,307,493,,,,,,
CVE-2017-0627,CVE-2017-18013,CVE-2017-7376,CVE-2017-7376,308,494,,,,,,
CVE-2017-0663,CVE-2017-18017,CVE-2017-7407,CVE-2017-7407,#N/A,495,,,,,,
CVE-2017-0750,CVE-2017-18079,CVE-2017-7475,CVE-2017-7475,#N/A,496,,,,,,
CVE-2017-0861,CVE-2017-18190,CVE-2017-7484,CVE-2017-7484,309,497,,,,,,
CVE-2017-1000048,CVE-2017-18193,CVE-2017-7485,CVE-2017-7485,#N/A,498,,,,,,
CVE-2017-1000100,CVE-2017-18203,CVE-2017-7486,CVE-2017-7486,#N/A,499,,,,,,
CVE-2017-1000100,CVE-2017-18204,CVE-2017-7526,CVE-2017-7526,#N/A,501,,,,,,
CVE-2017-1000101,CVE-2017-18208,CVE-2017-7546,CVE-2017-7546,#N/A,503,,,,,,
CVE-2017-1000101,CVE-2017-18216,CVE-2017-7547,CVE-2017-7547,#N/A,504,,,,,,
CVE-2017-1000158,CVE-2017-18221,CVE-2017-7548,CVE-2017-7548,#N/A,505,,,,,,
CVE-2017-1000158,CVE-2017-18232,CVE-2017-7592,CVE-2017-7592,#N/A,506,,,,,,
CVE-2017-1000158,CVE-2017-18241,CVE-2017-7593,CVE-2017-7593,#N/A,507,,,,,,
CVE-2017-1000158,CVE-2017-18248,CVE-2017-7594,CVE-2017-7594,310,508,,,,,,
CVE-2017-1000254,CVE-2017-18249,CVE-2017-7595,CVE-2017-7595,#N/A,509,,,,,,
CVE-2017-1000254,CVE-2017-18255,CVE-2017-7596,CVE-2017-7596,#N/A,510,,,,,,
CVE-2017-1000257,CVE-2017-18257,CVE-2017-7597,CVE-2017-7597,#N/A,511,,,,,,
CVE-2017-1000257,CVE-2017-18270,CVE-2017-7598,CVE-2017-7598,#N/A,512,,,,,,
CVE-2017-1000366,CVE-2017-2518,CVE-2017-7599,CVE-2017-7599,312,513,,,,,,
CVE-2017-1000366,CVE-2017-2583,CVE-2017-7600,CVE-2017-7600,#N/A,514,,,,,,
CVE-2017-1000367,CVE-2017-2584,CVE-2017-7601,CVE-2017-7601,#N/A,515,,,,,,
CVE-2017-1000376,CVE-2017-2596,CVE-2017-7602,CVE-2017-7602,#N/A,516,,,,,,
CVE-2017-1000382,CVE-2017-2625,CVE-2017-7607,CVE-2017-7607,314,517,,,,,,
CVE-2017-1000382,CVE-2017-2626,CVE-2017-7608,CVE-2017-7608,315,518,,,,,,
CVE-2017-1000407,CVE-2017-2647,CVE-2017-7610,CVE-2017-7610,#N/A,519,,,,,,
CVE-2017-1000408,CVE-2017-2671,CVE-2017-7611,CVE-2017-7611,#N/A,520,,,,,,
CVE-2017-1000408,CVE-2017-2862,CVE-2017-7612,CVE-2017-7612,316,521,,,,,,
CVE-2017-1000408,CVE-2017-2870,CVE-2017-7613,CVE-2017-7613,317,522,,,,,,
CVE-2017-1000408,CVE-2017-2885,CVE-2017-7614,CVE-2017-7614,318,523,,,,,,
CVE-2017-1000408,CVE-2017-3144,CVE-2017-7697,CVE-2017-7697,319,525,,,,,,
CVE-2017-1000409,CVE-2017-3302,CVE-2017-7771,CVE-2017-7771,320,526,,,,,,
CVE-2017-1000409,CVE-2017-3305,CVE-2017-7772,CVE-2017-7772,321,527,,,,,,
CVE-2017-1000409,CVE-2017-3308,CVE-2017-7773,CVE-2017-7773,322,528,,,,,,
CVE-2017-1000409,CVE-2017-3309,CVE-2017-7774,CVE-2017-7774,323,529,,,,,,
CVE-2017-1000409,CVE-2017-3329,CVE-2017-7775,CVE-2017-7775,324,530,,,,,,
CVE-2017-1000422,CVE-2017-3453,CVE-2017-7776,CVE-2017-7776,325,531,,,,,,
CVE-2017-1000422,CVE-2017-3456,CVE-2017-7777,CVE-2017-7777,326,532,,,,,,
CVE-2017-10140,CVE-2017-3461,CVE-2017-7778,CVE-2017-7778,327,533,,,,,,
CVE-2017-10268,CVE-2017-3462,CVE-2017-7865,CVE-2017-7865,328,534,,,,,,
CVE-2017-10268,CVE-2017-3463,CVE-2017-7867,CVE-2017-7867,329,535,,,,,,
CVE-2017-10378,CVE-2017-3464,CVE-2017-7868,CVE-2017-7868,330,536,,,,,,
CVE-2017-10378,CVE-2017-3600,CVE-2017-7869,CVE-2017-7869,331,537,,,,,,
CVE-2017-10379,CVE-2017-3635,CVE-2017-7890,CVE-2017-7890,332,539,,,,,,
CVE-2017-10379,CVE-2017-3636,CVE-2017-8105,CVE-2017-8105,333,540,,,,,,
CVE-2017-10384,CVE-2017-3641,CVE-2017-8283,CVE-2017-8283,334,541,,,,,,
CVE-2017-10384,CVE-2017-3648,CVE-2017-8287,CVE-2017-8287,335,542,,,,,,
CVE-2017-10684,CVE-2017-3651,CVE-2017-8419,CVE-2017-8419,336,543,,,,,,
CVE-2017-10684,CVE-2017-3652,CVE-2017-8804,CVE-2017-8804,337,545,,,,,,
CVE-2017-10684,CVE-2017-3653,CVE-2017-8817,CVE-2017-8817,338,546,,,,,,
CVE-2017-10684,CVE-2017-3735,CVE-2017-8872,CVE-2017-8872,339,549,,,,,,
CVE-2017-10684,CVE-2017-5029,CVE-2017-9038,CVE-2017-9038,340,550,,,,,,
CVE-2017-10685,CVE-2017-5504,CVE-2017-9039,CVE-2017-9039,341,551,,,,,,
CVE-2017-10685,CVE-2017-5549,CVE-2017-9040,CVE-2017-9040,#N/A,552,,,,,,
CVE-2017-10685,CVE-2017-5550,CVE-2017-9041,CVE-2017-9041,#N/A,553,,,,,,
CVE-2017-10685,CVE-2017-5551,CVE-2017-9043,CVE-2017-9043,#N/A,554,,,,,,
CVE-2017-10685,CVE-2017-5563,CVE-2017-9044,CVE-2017-9044,342,555,,,,,,
CVE-2017-10688,CVE-2017-5669,CVE-2017-9047,CVE-2017-9047,#N/A,556,,,,,,
CVE-2017-10790,CVE-2017-5715,CVE-2017-9048,CVE-2017-9048,#N/A,557,,,,,,
CVE-2017-10989,CVE-2017-5753,CVE-2017-9049,CVE-2017-9049,#N/A,558,,,,,,
CVE-2017-11089,CVE-2017-5837,CVE-2017-9050,CVE-2017-9050,343,559,,,,,,
CVE-2017-11103,CVE-2017-5838,CVE-2017-9051,CVE-2017-9051,344,560,,,,,,
CVE-2017-11103,CVE-2017-5839,CVE-2017-9117,CVE-2017-9117,345,562,,,,,,
CVE-2017-11103,CVE-2017-5840,CVE-2017-9287,CVE-2017-9287,346,563,,,,,,
CVE-2017-11103,CVE-2017-5842,CVE-2017-9403,CVE-2017-9403,347,564,,,,,,
CVE-2017-11103,CVE-2017-5844,CVE-2017-9404,CVE-2017-9404,348,565,,,,,,
CVE-2017-11103,CVE-2017-5897,CVE-2017-9410,CVE-2017-9410,#N/A,566,,,,,,
CVE-2017-11103,CVE-2017-5953,CVE-2017-9411,CVE-2017-9411,349,567,,,,,,
CVE-2017-11103,CVE-2017-5967,CVE-2017-9412,CVE-2017-9412,#N/A,568,,,,,,
CVE-2017-11103,CVE-2017-5972,CVE-2017-9525,CVE-2017-9525,#N/A,569,,,,,,
CVE-2017-11109,CVE-2017-6280,CVE-2017-9742,CVE-2017-9742,#N/A,571,,,,,,
CVE-2017-11109,CVE-2017-6311,CVE-2017-9744,CVE-2017-9744,350,572,,,,,,
CVE-2017-11112,CVE-2017-6312,CVE-2017-9745,CVE-2017-9745,351,573,,,,,,
CVE-2017-11112,CVE-2017-6313,CVE-2017-9746,CVE-2017-9746,352,574,,,,,,
CVE-2017-11112,CVE-2017-6314,CVE-2017-9747,CVE-2017-9747,353,575,,,,,,
CVE-2017-11112,CVE-2017-6345,CVE-2017-9748,CVE-2017-9748,#N/A,576,,,,,,
CVE-2017-11112,CVE-2017-6348,CVE-2017-9749,CVE-2017-9749,#N/A,577,,,,,,
CVE-2017-11113,CVE-2017-6349,CVE-2017-9750,CVE-2017-9750,354,578,,,,,,
CVE-2017-11113,CVE-2017-6350,CVE-2017-9751,CVE-2017-9751,355,579,,,,,,
CVE-2017-11113,CVE-2017-6362,CVE-2017-9752,CVE-2017-9752,356,580,,,,,,
CVE-2017-11113,CVE-2017-6508,CVE-2017-9753,CVE-2017-9753,361,581,,,,,,
CVE-2017-11113,CVE-2017-6512,CVE-2017-9754,CVE-2017-9754,362,582,,,,,,
CVE-2017-11333,CVE-2017-6594,CVE-2017-9755,CVE-2017-9755,363,583,,,,,,
CVE-2017-11333,CVE-2017-6850,CVE-2017-9756,CVE-2017-9756,364,584,,,,,,
CVE-2017-11335,CVE-2017-6852,CVE-2017-9782,CVE-2017-9782,365,585,,,,,,
CVE-2017-11368,CVE-2017-6891,CVE-2017-9814,CVE-2017-9814,366,586,,,,,,
CVE-2017-11368,CVE-2017-6964,CVE-2017-9815,CVE-2017-9815,367,587,,,,,,
CVE-2017-11368,CVE-2017-6965,CVE-2017-9869,CVE-2017-9869,368,588,,,,,,
CVE-2017-11368,CVE-2017-6966,CVE-2017-9870,CVE-2017-9870,369,589,,,,,,
CVE-2017-11368,CVE-2017-6969,CVE-2017-9871,CVE-2017-9871,370,590,,,,,,
CVE-2017-11462,CVE-2017-7000,CVE-2017-9872,CVE-2017-9872,#N/A,591,,,,,,
CVE-2017-11462,CVE-2017-7001,CVE-2017-9935,CVE-2017-9935,#N/A,592,,,,,,
CVE-2017-11462,CVE-2017-7002,CVE-2017-9936,CVE-2017-9936,#N/A,593,,,,,,
CVE-2017-11462,CVE-2017-7206,CVE-2017-9937,CVE-2017-9937,371,594,,,,,,
CVE-2017-11462,CVE-2017-7208,CVE-2017-9955,CVE-2017-9955,372,595,,,,,,
CVE-2017-11472,CVE-2017-7209,CVE-2017-9991,CVE-2017-9991,373,599,,,,,,
CVE-2017-11473,CVE-2017-7210,CVE-2017-9992,CVE-2017-9992,374,600,,,,,,
CVE-2017-11499,CVE-2017-7223,CVE-2017-9993,CVE-2017-9993,375,601,,,,,,
CVE-2017-11613,CVE-2017-7224,CVE-2017-9994,CVE-2017-9994,376,602,,,,,,
CVE-2017-11720,CVE-2017-7225,CVE-2017-9996,CVE-2017-9996,377,603,,,,,,
CVE-2017-12132,CVE-2017-7226,CVE-2018-0494,CVE-2018-0494,378,604,,,,,,
CVE-2017-12132,CVE-2017-7227,CVE-2018-0495,CVE-2018-0495,379,605,,,,,,
CVE-2017-12132,CVE-2017-7245,CVE-2018-0732,CVE-2018-0732,380,606,,,,,,
CVE-2017-12132,CVE-2017-7246,CVE-2018-0734,CVE-2018-0734,381,#N/A,,,,,,
CVE-2017-12132,CVE-2017-7299,CVE-2018-0735,CVE-2018-0735,382,#N/A,,,,,,
CVE-2017-12133,CVE-2017-7300,CVE-2018-0737,CVE-2018-0737,383,607,,,,,,
CVE-2017-12133,CVE-2017-7301,CVE-2018-0739,CVE-2018-0739,384,608,,,,,,
CVE-2017-12133,CVE-2017-7302,CVE-2018-1000001,CVE-2018-1000001,385,609,,,,,,
CVE-2017-12133,CVE-2017-7375,CVE-2018-1000007,CVE-2018-1000007,386,611,,,,,,
CVE-2017-12133,CVE-2017-7376,CVE-2018-1000030,CVE-2018-1000030,387,613,,,,,,
CVE-2017-12134,CVE-2017-7407,CVE-2018-1000120,CVE-2018-1000120,388,614,,,,,,
CVE-2017-12153,CVE-2017-7475,CVE-2018-1000121,CVE-2018-1000121,389,615,,,,,,
CVE-2017-12154,CVE-2017-7484,CVE-2018-1000122,CVE-2018-1000122,390,616,,,,,,
CVE-2017-12190,CVE-2017-7485,CVE-2018-1000156,CVE-2018-1000156,391,617,,,,,,
CVE-2017-12192,CVE-2017-7486,CVE-2018-1000222,CVE-2018-1000222,392,#N/A,,,,,,
CVE-2017-12193,CVE-2017-7518,CVE-2018-1000301,CVE-2018-1000301,#N/A,620,,,,,,
CVE-2017-12424,CVE-2017-7526,CVE-2018-1000654,CVE-2018-1000654,393,#N/A,,,,,,
CVE-2017-12424,CVE-2017-7542,CVE-2018-1000802,CVE-2018-1000802,#N/A,#N/A,,,,,,
CVE-2017-12448,CVE-2017-7546,CVE-2018-10126,CVE-2018-10126,394,624,,,,,,
CVE-2017-12449,CVE-2017-7547,CVE-2018-10360,CVE-2018-10360,395,#N/A,,,,,,
CVE-2017-12450,CVE-2017-7548,CVE-2018-10392,CVE-2018-10392,396,627,,,,,,
CVE-2017-12452,CVE-2017-7592,CVE-2018-10393,CVE-2018-10393,397,628,,,,,,
CVE-2017-12453,CVE-2017-7593,CVE-2018-1049,CVE-2018-1049,398,629,,,,,,
CVE-2017-12454,CVE-2017-7594,CVE-2018-1053,CVE-2018-1053,399,630,,,,,,
CVE-2017-12455,CVE-2017-7595,CVE-2018-1058,CVE-2018-1058,400,631,,,,,,
CVE-2017-12456,CVE-2017-7596,CVE-2018-1060,CVE-2018-1060,401,#N/A,,,,,,
CVE-2017-12457,CVE-2017-7597,CVE-2018-1061,CVE-2018-1061,402,#N/A,,,,,,
CVE-2017-12458,CVE-2017-7598,CVE-2018-10779,CVE-2018-10779,403,635,,,,,,
CVE-2017-12459,CVE-2017-7599,CVE-2018-10801,CVE-2018-10801,404,636,,,,,,
CVE-2017-12762,CVE-2017-7600,CVE-2018-10915,CVE-2018-10915,405,#N/A,,,,,,
CVE-2017-12799,CVE-2017-7601,CVE-2018-10963,CVE-2018-10963,406,642,,,,,,
CVE-2017-12837,CVE-2017-7602,CVE-2018-11212,CVE-2018-11212,407,#N/A,,,,,,
CVE-2017-12837,CVE-2017-7607,CVE-2018-11213,CVE-2018-11213,408,#N/A,,,,,,
CVE-2017-12837,CVE-2017-7608,CVE-2018-11214,CVE-2018-11214,409,#N/A,,,,,,
CVE-2017-12883,CVE-2017-7610,CVE-2018-1122,CVE-2018-1122,410,#N/A,,,,,,
CVE-2017-12883,CVE-2017-7611,CVE-2018-1123,CVE-2018-1123,411,#N/A,,,,,,
CVE-2017-12883,CVE-2017-7612,CVE-2018-1124,CVE-2018-1124,412,#N/A,,,,,,
CVE-2017-12944,CVE-2017-7613,CVE-2018-1125,CVE-2018-1125,413,#N/A,,,,,,
CVE-2017-12967,CVE-2017-7614,CVE-2018-1126,CVE-2018-1126,414,#N/A,,,,,,
CVE-2017-13089,CVE-2017-7645,CVE-2018-1152,CVE-2018-1152,#N/A,#N/A,,,,,,
CVE-2017-13090,CVE-2017-7697,CVE-2018-12015,CVE-2018-12015,415,645,,,,,,
CVE-2017-13165,CVE-2017-7771,CVE-2018-12020,CVE-2018-12020,416,646,,,,,,
CVE-2017-13220,CVE-2017-7772,CVE-2018-12115,CVE-2018-12115,417,#N/A,,,,,,
CVE-2017-13305,CVE-2017-7773,CVE-2018-12327,CVE-2018-12327,418,#N/A,,,,,,
CVE-2017-13685,CVE-2017-7774,CVE-2018-12900,CVE-2018-12900,419,#N/A,,,,,,
CVE-2017-13695,CVE-2017-7775,CVE-2018-12910,CVE-2018-12910,420,#N/A,,,,,,
